uid,sid
253,273
253,325
253,12
253,35
253,182
253,183
253,237
254,32
254,8
254,84
254,140
254,66
254,124
254,55
254,133
254,139
254,175
254,329
255,97
255,148
255,318
255,75
255,31
255,84
255,37
255,94
255,101
255,160
255,55
255,2
255,324
255,220
255,53
255,300
255,344
255,66
255,333
255,47
256,274
256,318
256,139
256,147
256,197
256,9
256,300
256,238
256,313
256,228
256,344
256,154
256,347
256,187
256,183
256,53
256,306
256,320
256,275
256,270
256,312
256,232
256,341
256,241
256,93
256,67
256,239
256,340
256,124
257,264
257,31
257,240
257,245
257,66
257,101
257,154
257,4
257,60
257,192
258,9
258,228
258,25
258,60
258,140
258,343
258,66
258,180
258,224
258,12
258,218
259,228
259,249
259,301
259,120
259,111
259,137
259,180
259,60
259,274
259,275
259,131
259,270
259,98
259,214
259,127
259,182
260,234
260,34
260,39
260,15
260,178
260,264
261,19
261,95
261,77
261,59
261,145
261,227
261,293
261,117
261,344
261,133
261,143
261,142
261,180
262,301
262,137
262,193
262,189
262,102
262,272
262,276
262,0
262,344
262,228
262,122
262,154
262,152
262,226
262,201
263,306
263,22
263,316
263,341
263,93
263,111
263,290
263,159
263,317
263,27
263,105
263,275
263,232
264,97
264,318
264,275
264,158
264,301
264,66
264,20
264,184
264,271
264,344
264,227
264,307
264,216
264,331
264,146
264,154
264,228
264,351
264,251
265,228
265,299
265,344
265,12
265,188
265,60
265,341
265,190
265,4
265,154
265,176
266,341
266,8
266,271
266,307
266,316
266,344
266,283
266,216
266,154
266,112
266,159
266,200
266,109
266,301
267,227
267,102
267,254
267,134
267,161
267,190
267,80
267,118
267,164
267,49
267,258
268,310
268,161
268,275
268,225
268,174
268,91
268,98
268,53
268,273
268,213
268,21
268,265
269,97
269,0
269,164
269,320
269,323
269,4
269,139
269,64
269,288
269,1
270,183
270,182
270,216
270,344
270,244
270,208
271,301
271,98
271,161
271,124
271,288
271,159
271,228
271,312
271,283
271,271
271,121
271,24
271,113
271,344
271,180
271,119
271,57
271,64
271,111
271,335
271,150
271,201
271,251
272,32
272,87
272,158
272,181
272,16
272,180
272,66
272,31
273,301
273,97
273,87
273,171
273,53
273,31
273,179
273,144
273,93
273,139
273,282
273,323
273,64
273,341
273,320
273,106
273,80
273,316
273,292
273,101
273,6
274,270
274,227
274,98
274,31
274,307
274,273
274,226
274,187
274,332
274,299
274,344
274,92
274,232
274,291
274,314
274,105
274,275
274,288
274,204
274,255
274,218
274,108
274,111
275,275
275,218
275,54
275,344
275,180
275,93
275,106
275,236
275,60
275,228
276,102
276,83
276,47
276,66
276,41
276,31
276,132
276,155
276,54
276,282
276,6
276,3
276,289
276,124
277,251
277,112
277,204
277,228
277,268
277,188
277,347
277,198
277,147
277,103
277,314
277,322
277,316
277,238
278,60
278,240
278,102
278,254
278,99
278,66
278,344
278,31
278,144
278,350
278,98
278,64
278,212
278,288
278,239
278,90
278,300
278,227
278,80
279,245
279,31
279,32
279,29
279,350
279,2
279,344
279,4
279,316
279,49
279,164
279,33
279,226
280,98
280,93
280,67
280,184
280,21
280,41
280,209
280,211
280,144
280,185
280,130
280,29
280,288
280,11
280,325
280,300
280,336
280,60
281,301
281,107
281,254
281,328
281,324
281,66
281,233
281,300
281,101
281,245
281,326
281,37
281,31
281,223
281,329
281,255
282,261
282,187
282,130
282,60
282,70
282,227
282,111
282,67
282,320
282,316
282,98
283,310
283,77
283,227
283,145
283,258
283,222
283,305
283,4
283,213
283,89
283,38
283,264
284,227
284,217
284,212
284,119
284,274
284,316
284,154
284,344
284,341
284,205
284,186
284,144
284,297
284,100
284,258
284,114
284,185
284,206
284,133
284,300
284,145
284,92
285,231
285,31
285,331
285,165
285,320
285,53
285,102
285,313
285,333
285,133
285,233
285,192
285,344
285,60
285,348
285,338
286,129
286,241
286,93
286,344
286,212
286,230
286,323
286,350
286,67
286,249
286,244
286,218
286,251
286,2
287,81
287,300
287,342
287,180
287,133
287,206
287,344
287,253
287,213
288,259
288,21
288,144
288,13
288,1
288,290
288,232
288,93
288,42
288,66
288,2
288,275
288,217
288,4
288,256
288,265
288,227
289,139
289,180
289,106
289,282
289,66
289,110
289,289
289,154
289,344
289,233
289,327
289,300
289,239
290,31
290,231
290,84
290,45
290,179
290,96
290,40
290,102
290,60
290,301
291,134
291,144
291,300
291,156
291,332
291,324
291,255
291,218
291,208
291,154
291,98
291,219
291,337
291,179
292,227
292,97
292,8
292,158
292,332
292,294
292,50
292,218
292,164
292,31
292,300
293,32
293,272
293,344
293,31
293,258
293,102
293,20
293,37
293,150
293,294
293,293
293,264
294,71
294,289
294,13
294,188
294,150
294,228
294,339
294,40
294,141
294,331
294,269
294,249
294,93
294,330
294,147
294,227
294,341
294,111
294,173
294,256
294,273
295,174
295,15
295,163
295,79
295,39
295,86
295,178
295,154
295,344
295,300
295,34
295,272
295,85
296,345
296,95
296,310
296,218
296,91
296,142
296,121
296,290
296,343
296,157
296,344
296,207
296,143
297,93
297,258
297,305
297,230
297,273
297,301
297,133
297,124
297,98
297,95
298,308
298,334
298,279
298,117
298,206
298,175
298,287
298,170
299,342
299,114
299,31
299,231
299,301
299,133
299,150
299,212
300,72
300,275
300,12
300,218
300,123
300,31
300,300
300,344
300,133
300,66
300,60
300,221
301,274
301,318
301,228
301,154
301,180
301,232
301,261
301,144
301,176
301,314
302,301
302,93
302,36
302,275
302,226
302,244
302,98
302,258
302,228
302,195
302,200
302,144
302,22
302,134
302,9
303,302
303,303
303,154
303,113
303,130
303,227
303,344
303,306
303,98
303,215
303,232
303,295
303,218
303,300
303,201
303,152
303,144
304,318
304,344
304,183
304,187
304,201
304,27
304,60
304,12
304,228
304,103
304,275
304,144
304,180
304,296
304,108
304,227
304,300
305,318
305,54
305,83
305,75
305,31
305,66
305,180
305,228
305,53
305,300
306,32
306,120
306,155
306,159
306,180
306,289
306,123
306,79
306,31
306,179
306,275
307,43
307,46
307,49
307,50
307,121
307,66
307,148
307,23
307,71
307,45
307,285
307,300
307,37
307,227
307,164
307,31
308,205
308,300
308,13
308,317
308,141
308,121
308,82
308,154
308,335
308,270
308,275
308,60
308,279
308,321
309,134
309,31
309,33
309,337
309,316
309,131
309,241
309,221
309,93
310,134
310,107
310,0
310,31
310,296
310,106
310,218
310,266
310,66
310,60
310,140
310,98
310,4
310,204
310,275
310,228
310,290
310,93
310,139
310,299
310,108
310,270
310,188
311,255
311,193
311,75
311,231
311,122
311,116
311,46
311,220
311,300
311,23
311,2
311,66
311,233
311,44
311,31
311,285
311,301
311,183
311,78
311,154
312,39
312,150
312,98
312,212
312,215
312,15
312,300
312,85
312,290
313,274
313,9
313,90
313,112
313,157
313,275
313,184
313,335
313,238
313,273
313,218
313,344
313,227
313,60
313,299
313,341
314,275
314,198
314,117
314,279
314,42
315,342
315,93
315,227
315,301
315,102
315,18
315,19
315,96
315,134
315,114
315,37
315,42
315,154
315,222
315,158
316,301
316,261
316,293
316,127
316,228
316,344
316,161
316,76
316,45
316,175
316,67
317,26
317,300
317,53
317,133
317,121
317,258
317,31
318,97
318,217
318,341
318,35
318,131
318,211
318,300
318,93
318,124
318,144
318,327
318,288
318,67
318,228
318,186
319,205
319,246
319,316
319,288
319,334
319,154
319,275
319,227
319,300
319,174
319,53
319,26
319,215
319,98
319,242
319,344
319,341
319,30
319,202
319,133
320,205
320,145
320,300
320,217
320,344
320,30
320,242
320,291
320,347
320,305
320,275
320,267
320,218
320,281
321,314
321,350
321,217
321,275
321,240
321,53
321,144
321,247
321,218
321,341
321,346
321,93
321,344
321,43
321,232
321,316
321,90
321,351
321,277
321,98
322,51
322,350
322,225
322,144
322,344
322,316
322,300
322,164
322,341
322,154
322,119
322,306
322,215
322,2
323,311
323,283
323,256
323,228
323,307
323,275
323,299
323,316
323,98
323,217
323,64
323,144
323,111
323,335
323,325
323,330
323,280
323,183
323,112
323,4
323,288
324,134
324,341
324,204
324,217
324,11
324,180
324,228
324,273
324,186
324,344
324,21
324,275
324,223
324,113
324,67
324,288
324,211
324,314
324,79
324,280
324,238
324,172
324,257
324,300
324,293
324,144
324,187
324,111
324,63
324,130
324,64
325,171
325,32
325,73
325,5
325,53
325,93
325,300
325,74
325,298
325,134
325,344
325,288
325,31
326,110
326,106
326,256
326,60
326,235
326,300
326,233
326,139
326,228
326,275
326,239
327,110
327,300
327,233
327,31
327,66
327,123
327,54
328,301
328,193
328,84
328,134
328,233
328,36
328,190
328,3
328,66
328,65
328,45
328,168
329,277
329,157
329,227
329,310
329,206
329,108
329,207
329,344
329,275
329,335
330,228
330,32
330,249
330,286
330,120
330,289
330,173
330,326
330,110
330,344
330,218
330,31
330,162
331,240
331,154
331,216
331,273
331,200
331,275
331,182
331,108
332,66
332,275
332,267
332,221
332,1
332,21
332,60
332,144
332,111
332,216
333,154
333,313
333,275
333,228
333,188
333,60
334,124
334,228
334,226
334,268
334,311
334,115
334,314
334,60
334,152
334,180
334,316
334,186
334,147
334,217
334,270
334,275
334,306
334,101
334,144
334,288
335,301
335,344
335,351
335,124
335,204
335,121
335,316
335,227
335,300
335,60
335,302
335,111
336,5
336,219
336,232
336,180
336,258
336,70
336,344
336,93
336,98
336,171
336,339
336,322
336,301
336,206
336,288
336,29
336,147
336,194
336,173
336,56
336,114
337,89
337,150
337,232
337,305
337,310
337,206
337,23
337,19
337,275
337,131
337,98
338,301
338,222
338,137
338,36
338,105
338,180
338,344
338,270
338,273
338,60
338,268
338,102
338,161
338,229
338,133
338,275
338,287
339,95
339,345
339,202
339,92
339,119
339,315
339,302
339,111
339,232
339,215
339,344
339,98
339,133
340,133
340,258
340,218
340,277
340,53
340,206
340,310
340,230
340,95
340,72
341,258
341,165
341,218
341,98
341,63
341,21
341,144
341,174
341,288
341,213
341,212
341,310
341,29
341,300
341,216
342,301
342,154
342,53
342,28
342,344
342,200
342,216
342,331
342,181
342,228
342,98
342,27
343,134
343,301
343,189
343,158
343,246
343,160
343,295
343,151
343,221
343,103
343,339
343,93
343,144
343,204
343,224
343,192
343,28
344,166
344,120
344,344
344,156
344,31
344,220
344,245
344,273
344,116
344,154
345,245
345,43
345,32
345,300
345,301
345,22
345,139
345,134
345,4
345,66
345,339
345,31
345,151
345,3
345,33
345,102
346,31
346,288
346,21
346,233
346,162
346,351
346,60
346,154
346,93
347,222
347,13
347,300
347,180
347,213
347,125
347,302
347,288
347,305
347,11
347,253
348,97
348,258
348,95
348,81
348,264
348,180
348,117
349,258
349,77
349,264
349,93
349,344
349,233
349,70
349,312
349,154
349,82
349,323
350,181
350,154
350,34
350,234
350,344
350,246
351,257
351,342
351,161
351,168
351,122
351,94
351,272
351,36
351,137
351,42
351,255
351,43
351,333
351,301
351,215
352,119
352,98
352,344
352,59
352,30
352,275
352,258
352,302
352,305
352,207
352,53
352,55
352,173
352,48
352,215
353,160
353,36
353,93
353,258
353,293
353,60
353,236
353,164
353,294
353,31
354,288
354,250
354,98
354,241
354,74
354,180
354,275
354,289
354,300
354,64
354,103
354,228
354,238
354,333
354,341
354,313
354,60
354,104
354,173
354,154
354,235
354,183
354,181
354,291
355,144
355,220
355,31
355,224
355,292
355,301
355,66
355,93
355,344
355,133
355,20
355,4
356,248
356,219
356,159
356,344
356,82
356,53
356,204
356,341
356,227
357,32
357,66
357,184
357,31
357,99
357,289
357,344
357,16
357,60
357,111
357,67
357,72
357,54
357,74
357,291
358,301
358,171
358,323
358,52
358,161
358,53
358,93
358,332
358,154
358,67
358,316
358,180
358,158
358,134
358,102
358,106
358,174
358,273
358,333
358,44
358,46
359,123
359,102
359,148
359,301
359,288
359,333
359,152
359,55
359,227
359,293
359,18
360,62
360,134
360,256
360,23
360,294
360,60
360,31
360,174
360,4
360,101
360,171
361,202
361,227
361,228
361,238
361,347
361,344
361,248
361,232
361,173
361,341
361,188
361,218
361,143
362,275
362,232
362,60
362,335
362,314
362,112
363,173
363,60
363,273
363,215
363,275
364,134
364,123
364,320
364,72
364,93
364,71
364,227
364,31
364,300
364,146
364,136
364,289
364,345
364,106
364,104
364,295
364,154
365,25
365,9
365,270
365,248
365,144
365,288
365,228
365,180
365,312
365,218
365,347
365,316
365,274
365,130
365,311
365,320
366,8
366,66
366,239
366,320
366,53
366,235
366,300
366,128
366,139
366,182
366,215
366,297
366,344
366,31
366,249
366,60
366,226
366,321
366,98
366,18
367,154
367,222
367,347
367,232
367,293
367,91
367,275
367,202
367,53
367,281
367,180
367,199
367,216
367,287
367,207
367,185
367,113
367,69
368,205
368,134
368,313
368,222
368,111
368,344
368,250
368,81
368,331
368,103
368,310
368,302
369,244
369,232
369,95
369,341
369,344
369,154
369,121
369,305
369,222
369,133
369,313
369,264
369,169
369,20
369,180
370,318
370,317
370,208
370,29
370,350
370,76
370,341
370,197
370,80
370,128
370,344
370,69
370,98
370,330
370,105
370,164
371,344
371,111
371,317
371,144
371,288
371,64
371,11
371,275
371,98
371,187
371,21
371,228
371,204
371,341
371,336
371,124
371,217
371,22
372,343
372,208
372,29
372,317
372,341
372,111
372,288
372,17
372,22
372,232
372,321
372,217
372,279
372,313
372,64
372,330
372,187
372,124
372,316
372,98
372,300
372,249
373,25
373,72
373,166
373,300
373,139
373,60
373,66
373,233
373,47
373,282
373,288
373,29
373,344
373,64
374,301
374,52
374,332
374,31
374,155
374,195
374,273
374,67
374,12
374,212
374,78
374,218
374,217
374,124
374,341
374,331
375,20
375,4
375,40
375,85
375,39
375,343
375,300
375,66
375,96
375,344
375,149
375,15
376,32
376,66
376,147
376,140
376,74
376,107
376,300
376,344
376,299
376,316
376,148
376,239
376,144
376,96
376,319
376,111
376,60
376,76
376,146
376,273
377,182
377,300
377,138
377,38
377,60
377,202
377,244
377,305
377,293
377,264
377,98
377,218
378,341
378,274
378,306
378,112
378,344
378,314
378,2
378,273
378,248
378,232
378,218
378,275
378,30
378,270
379,50
379,275
379,69
379,2
379,154
379,316
380,301
380,102
380,3
380,120
380,190
380,195
380,220
380,47
380,68
380,31
380,161
380,164
380,233
380,48
380,78
380,298
380,55
380,74
380,33
381,51
381,53
381,225
381,189
381,219
381,204
381,146
381,144
381,300
381,125
381,98
381,57
381,269
381,111
381,275
381,279
381,211
381,215
381,172
381,344
381,288
381,60
382,175
382,93
382,150
382,250
382,222
382,230
382,98
382,258
383,154
383,98
383,200
383,300
383,301
383,96
383,150
383,122
383,67
384,205
384,120
384,275
384,334
384,341
384,344
384,300
384,143
384,98
384,329
385,154
385,240
385,217
385,328
385,204
385,41
385,314
385,40
385,344
385,272
385,301
385,288
385,255
385,144
386,53
386,279
386,172
386,142
386,344
386,339
387,300
387,227
387,1
387,258
387,98
387,304
387,161
387,42
387,37
387,194
387,265
387,344
387,260
387,272
387,93
387,190
387,250
387,17
387,288
388,8
388,300
388,193
388,54
388,154
388,171
388,88
388,32
388,208
388,270
388,238
388,228
388,188
388,116
388,227
388,344
388,275
388,40
388,286
388,60
388,63
388,31
388,67
388,214
388,144
388,240
389,248
389,158
389,31
389,323
389,266
389,275
389,82
389,344
389,296
389,93
390,283
390,215
390,50
390,98
390,60
390,40
390,108
390,113
390,180
390,64
390,172
390,295
390,250
390,105
390,341
390,227
390,279
390,144
390,186
390,316
390,269
391,283
391,228
391,288
391,326
391,98
391,295
391,299
391,279
391,154
391,131
391,271
391,113
391,146
391,281
391,164
392,97
392,154
392,227
392,250
392,60
392,67
392,180
392,82
392,339
392,244
392,341
392,29
392,173
392,93
393,171
393,231
393,66
393,31
393,54
393,313
393,29
393,311
393,228
393,291
393,4
393,268
393,300
393,60
394,98
394,227
394,91
394,199
394,41
394,207
394,297
394,344
394,114
394,300
394,133
395,164
395,217
395,81
395,53
395,344
396,98
396,184
396,121
396,160
396,344
396,342
397,60
397,31
397,227
397,314
397,344
397,218
398,196
398,51
398,53
398,219
398,98
398,187
398,344
398,154
398,284
398,228
398,67
398,293
399,31
399,333
399,154
399,341
399,275
399,60
399,4
399,25
399,183
399,316
399,80
399,228
399,344
400,288
400,180
400,98
400,238
400,103
401,263
401,310
401,145
401,53
401,133
401,95
401,258
401,219
401,344
401,207
401,291
401,154
401,264
401,98
401,202
401,174
401,227
401,206
401,300
401,199
401,117
401,222
402,313
402,275
402,319
402,279
402,60
402,253
402,58
402,100
402,344
402,191
402,153
403,341
403,98
403,182
403,113
403,288
403,144
403,180
403,64
403,271
403,186
403,344
403,204
403,104
403,187
403,119
403,228
403,130
403,69
403,103
403,1
403,211
404,345
404,334
404,207
404,177
404,145
404,241
404,95
404,222
404,229
404,213
404,344
404,30
404,232
404,157
404,77
404,217
404,98
404,310
404,303
404,91
404,206
404,59
404,103
405,32
405,275
405,13
405,208
405,110
405,310
405,281
405,344
405,305
405,60
405,133
405,154
405,217
406,147
406,330
406,102
406,211
406,47
406,71
406,76
406,144
406,80
406,31
406,105
406,161
407,171
407,148
407,134
407,232
407,31
407,66
407,262
407,7
407,341
407,76
407,102
408,87
408,86
408,15
408,39
408,163
408,252
408,233
408,178
409,346
409,112
409,50
409,242
409,154
409,60
409,253
409,350
409,271
409,217
409,275
409,182
410,77
410,183
410,263
410,351
410,98
410,133
410,143
410,202
410,93
410,258
410,19
410,216
410,281
410,229
410,313
410,300
410,138
410,301
411,171
411,301
411,148
411,102
411,37
411,288
411,329
411,151
411,47
411,154
412,67
412,214
412,218
412,228
412,159
412,128
412,103
412,183
412,191
412,4
412,182
412,212
413,17
413,340
413,60
413,31
413,133
413,66
413,138
413,180
413,173
413,228
414,246
414,305
414,207
414,60
414,325
414,157
414,275
414,344
415,222
415,121
415,314
415,344
415,206
415,92
415,180
416,258
416,80
416,88
416,238
416,188
416,176
416,344
416,154
416,229
416,275
416,203
417,107
417,244
417,228
417,182
417,12
417,29
417,275
417,73
417,132
417,215
417,17
417,74
417,290
417,2
417,93
418,45
418,227
418,341
418,344
418,134
418,93
419,344
419,215
419,288
419,320
419,309
420,341
420,316
420,226
420,279
420,182
420,283
420,291
420,212
420,60
420,311
420,344
420,115
420,275
420,195
420,273
420,224
420,317
420,124
420,150
420,306
421,116
421,31
421,174
421,66
421,341
421,102
421,313
421,225
422,341
422,301
422,220
422,180
422,240
422,326
422,241
422,154
422,275
422,218
422,313
422,228
422,183
422,328
422,299
422,4
422,103
422,144
422,67
422,337
423,134
423,171
423,84
423,288
423,301
423,183
423,53
423,300
423,341
423,255
423,93
423,81
423,240
423,179
424,46
424,31
424,232
424,301
424,240
424,139
424,288
424,123
424,133
424,274
424,233
424,60
424,124
425,350
425,68
425,204
425,227
425,344
425,271
425,300
425,90
425,180
425,154
425,98
425,18
425,182
425,80
425,218
425,288
425,333
426,36
426,350
426,133
426,282
426,180
426,331
426,14
426,218
426,344
426,31
426,69
426,314
426,228
426,324
426,340
427,25
427,154
427,129
427,213
427,216
427,232
427,133
427,275
427,318
427,222
427,242
427,335
427,313
427,288
427,111
427,209
427,289
427,293
427,144
427,22
427,228
427,98
427,180
428,60
428,344
428,275
428,291
428,103
429,31
429,132
429,288
429,152
429,309
430,98
430,228
430,22
430,134
430,217
431,228
431,300
431,111
431,60
431,217
431,279
431,223
431,268
431,58
431,1
431,31
431,98
431,182
431,211
431,103
431,11
431,341
431,130
431,313
431,344
432,205
432,316
432,204
432,344
432,275
432,296
432,111
432,30
432,80
432,170
432,228
432,253
432,227
432,299
432,119
432,213
433,98
433,130
433,187
433,344
433,228
433,30
433,113
433,303
433,330
433,182
433,10
433,341
433,206
433,268
433,314
434,259
434,275
434,228
434,60
434,197
434,341
434,270
434,102
434,304
434,154
434,112
434,13
434,63
434,98
434,331
434,344
434,278
434,226
435,98
435,341
435,267
435,4
435,311
435,60
435,103
435,344
435,69
435,23
435,275
435,175
436,161
436,193
436,326
436,31
436,337
436,146
436,228
436,288
436,60
436,344
436,82
436,248
436,323
436,144
437,321
437,344
437,150
437,330
437,341
437,67
437,28
437,60
437,124
437,313
437,187
438,257
438,227
438,344
438,31
438,93
438,183
438,260
439,293
439,310
439,133
439,313
439,227
439,287
439,279
439,177
439,89
440,272
440,66
440,129
440,31
440,96
440,195
440,5
440,328
440,248
440,44
440,329
441,32
441,148
441,3
441,31
441,66
441,300
441,140
441,123
442,121
442,344
442,187
442,157
442,19
443,258
443,93
443,344
443,60
443,304
443,272
444,301
444,75
444,102
444,84
444,165
444,134
444,49
444,31
444,137
444,164
444,42
444,272
444,284
444,43
444,98
444,337
444,276
445,171
445,31
445,102
445,52
445,84
445,147
445,285
445,333
445,180
445,228
445,146
445,44
445,298
445,301
445,337
445,344
445,103
445,322
445,350
445,299
446,182
446,227
446,144
446,35
446,239
446,275
446,329
446,0
446,124
446,106
446,28
446,195
446,297
446,67
446,131
446,293
446,189
446,134
446,103
446,31
446,228
446,250
446,10
446,341
446,226
446,300
447,188
447,343
447,344
447,103
447,147
448,193
448,344
448,273
448,31
448,104
448,41
448,227
448,289
448,275
448,60
448,233
448,235
449,331
449,227
449,180
449,309
449,275
449,187
449,136
449,341
449,137
449,299
449,98
450,258
450,98
450,154
450,210
450,300
450,29
451,345
451,272
451,167
451,64
451,218
451,228
451,61
451,275
451,226
451,191
451,284
451,214
451,309
451,9
452,227
452,344
452,176
452,289
452,154
452,249
452,337
453,60
453,319
453,228
453,103
453,314
454,66
454,99
454,31
454,123
454,267
454,6
454,23
454,136
454,344
455,228
455,129
455,246
455,220
455,159
455,275
455,218
455,16
456,241
456,154
456,227
456,98
456,250
456,53
456,253
456,275
457,180
457,228
457,279
457,63
457,290
457,283
457,210
458,344
458,39
458,71
458,86
458,15
458,66
458,29
459,343
459,250
459,173
459,341
459,93
459,321
459,30
460,301
460,344
460,195
460,100
460,210
460,309
460,324
461,342
461,308
461,227
461,344
461,287
461,142
461,60
462,98
462,266
462,275
462,309
462,228
462,284
462,154
463,270
463,341
463,180
463,337
463,242
463,131
463,98
463,30
463,296
463,275
463,148
463,303
463,22
463,119
463,146
463,273
463,154
463,207
463,264
463,56
464,60
464,218
464,344
464,154
464,300
464,58
465,180
465,300
465,133
465,341
465,218
465,53
465,170
465,344
465,95
465,222
465,206
466,172
466,98
466,258
466,246
466,143
466,82
466,264
466,300
466,222
466,133
466,202
466,302
466,292
466,175
466,70
466,323
466,145
466,174
466,182
466,89
467,270
467,98
467,183
467,228
467,184
467,134
467,76
467,293
467,210
467,133
467,349
467,313
467,175
468,35
468,45
468,39
468,101
468,31
468,227
468,60
468,264
468,93
468,141
468,234
468,15
469,341
469,53
469,321
469,313
469,272
469,288
469,144
469,216
469,211
469,255
469,300
469,98
469,186
469,1
469,217
469,301
469,111
469,187
470,93
470,42
470,14
470,295
470,134
470,194
470,98
470,196
470,344
471,248
471,331
471,218
471,150
471,266
471,60
472,248
472,247
472,241
472,275
472,30
472,195
472,12
472,187
472,341
472,270
473,180
473,35
473,228
473,78
473,292
473,300
473,344
473,320
473,247
473,9
473,69
473,98
473,182
473,313
473,80
473,227
473,4
473,56
474,260
474,133
474,55
474,337
474,271
474,309
474,335
474,180
474,1
474,98
474,300
474,283
474,45
475,220
475,116
475,136
475,344
475,320
475,41
475,218
475,180
475,45
475,31
475,179
476,301
476,165
476,272
476,56
476,134
477,273
477,154
477,275
477,290
477,335
477,344
477,1
478,117
478,150
478,313
478,334
478,124
478,98
478,206
478,227
478,89
478,133
478,199
478,174
479,220
479,102
479,37
479,141
479,90
479,241
479,214
479,96
479,344
479,285
479,79
479,31
479,66
480,270
480,197
480,343
480,30
480,313
480,217
480,344
480,275
480,60
480,112
480,311
480,206
480,341
480,273
480,118
480,100
480,251
480,199
480,228
480,22
480,29
480,242
480,144
480,335
481,102
481,272
481,301
481,96
481,137
481,227
481,141
481,134
481,341
481,4
481,20
482,227
482,319
482,275
482,322
482,267
482,331
482,6
482,60
482,309
483,180
483,287
483,177
483,98
483,341
483,53
483,288
483,279
483,111
483,326
483,263
484,149
484,15
484,88
484,39
484,31
484,300
485,60
485,296
485,233
485,2
485,278
485,275
485,31
486,16
486,269
486,191
486,344
486,265
486,218
486,251
486,61
486,322
487,227
487,344
487,309
487,288
487,207
487,310
487,103
487,295
487,279
487,322
487,72
487,60
488,74
488,344
488,66
488,292
488,311
488,136
489,288
489,93
489,60
489,136
489,264
490,275
490,242
490,312
490,164
490,60
490,236
491,25
491,60
491,133
491,311
491,66
491,112
491,72
491,6
491,268
491,232
491,275
492,67
492,198
492,111
492,176
492,60
492,344
493,97
493,313
493,22
493,345
493,250
493,344
493,320
493,300
493,312
493,293
493,288
494,219
494,279
494,228
494,288
494,344
494,180
494,314
494,115
495,171
495,341
495,228
495,271
495,180
495,238
495,184
495,64
495,24
495,114
495,22
495,283
495,218
495,69
496,313
496,229
496,344
496,235
496,31
496,350
497,248
497,224
497,316
497,182
497,344
497,300
497,341
497,228
497,98
498,161
498,331
498,164
498,275
498,57
498,154
498,295
498,134
498,298
498,344
499,300
499,30
499,98
499,299
499,232
499,317
499,311
499,341
499,217
499,290
499,228
499,171
499,335
499,180
499,273
499,313
500,54
500,15
500,148
500,234
500,258
500,252
500,39
500,178
500,44
501,300
501,140
501,204
501,31
501,130
501,341
501,25
501,228
501,60
501,4
501,66
501,180
501,154
501,118
501,144
501,261
501,217
502,270
502,336
502,211
502,98
502,111
502,340
502,22
502,288
502,232
502,212
502,327
502,280
502,194
502,344
502,53
502,100
502,124
502,191
502,275
503,261
503,241
503,154
503,275
503,93
503,108
503,299
503,280
503,12
503,218
504,8
504,116
504,82
504,261
504,344
504,296
504,154
504,249
504,66
504,132
504,73
505,193
505,49
505,293
505,218
505,66
505,264
505,148
505,164
505,67
505,301
505,37
505,53
505,102
505,33
506,95
506,308
506,334
506,133
506,293
506,70
506,121
506,202
506,117
506,60
506,53
506,344
507,341
507,228
507,69
507,1
507,24
507,23
507,61
507,275
507,309
508,313
508,102
508,319
508,122
508,236
508,309
508,60
508,154
508,183
508,258
508,104
508,227
508,264
508,232
508,153
509,60
509,265
509,196
509,301
509,344
510,41
510,270
510,60
510,196
510,180
510,174
510,228
510,164
511,259
511,51
511,270
511,275
511,180
511,341
511,227
511,344
511,103
511,264
512,228
512,300
512,93
512,94
512,276
512,140
512,31
512,56
512,144
512,134
512,212
512,14
512,245
512,169
512,18
512,229
513,117
513,142
513,38
513,133
513,288
513,310
513,215
513,344
514,1
514,17
514,22
514,60
514,48
514,105
514,268
514,223
514,182
514,316
514,232
514,335
514,275
514,279
514,228
514,183
514,292
515,33
515,93
515,66
515,31
515,267
515,47
515,218
516,228
516,144
516,224
516,182
516,212
516,180
516,64
516,314
516,196
516,275
516,4
516,60
516,98
516,350
517,174
517,227
517,218
517,171
517,275
518,275
518,218
518,153
518,60
518,279
518,142
519,347
519,53
519,316
519,26
519,305
519,175
519,30
519,174
519,222
519,288
519,218
519,227
519,327
519,11
519,91
519,300
519,164
519,310
519,275
519,70
519,119
520,158
520,144
520,332
520,133
520,59
520,110
520,53
520,300
520,183
520,93
520,228
520,345
520,177
520,344
520,165
521,149
521,156
521,154
521,163
521,0
521,66
521,300
521,39
521,85
521,266
521,126
521,31
521,212
521,150
521,344
522,98
522,187
522,105
522,309
522,4
522,218
522,226
522,265
522,283
522,183
522,266
523,343
523,289
523,173
523,30
523,205
523,288
524,87
524,39
524,149
524,300
524,218
524,323
524,133
524,27
524,141
525,228
525,254
525,180
525,186
525,98
525,344
525,316
525,267
525,164
525,154
525,144
525,148
525,55
526,144
526,300
526,98
526,336
526,313
526,139
526,152
526,57
526,93
526,165
526,345
526,67
526,304
526,47
526,138
526,232
526,285
527,341
527,275
527,183
527,344
527,153
527,192
527,331
527,31
528,102
528,66
528,31
528,39
528,2
528,150
528,72
529,270
529,240
529,228
529,98
529,225
529,316
529,180
529,64
529,113
529,24
529,275
530,164
530,103
530,344
530,60
530,293
530,228
530,275
530,183
530,318
530,291
530,268
531,227
531,300
531,222
531,53
531,279
531,253
531,236
532,103
532,98
532,93
532,336
532,316
